149
JX006077_Saccharomonospora_phage_PIS_136	0.0	0.99197704	1.0	1.0	0.99780584	0.99780019	0.99774542	0.99784781	0.99775873	0.99776556	0.99050311	0.99073843	0.99513992	0.99492016	0.99492002	1.0	0.98964499	0.98991445	1.0	1.0	0.99097147	0.99016312	0.99100346	0.9963014	0.99000685	0.99096851	0.99096795	0.99069016	0.98961159	0.99088193	0.98230917	0.99649163	1.0	0.99071274	0.99116943	0.99097716	0.9909475	0.99103631	0.9949352	1.0	0.9910171	0.98975353	0.98972866	0.99803707	0.99067592	0.99077352	0.98979911	0.98979541	0.99699602	0.99515031	0.99089435	0.99001146	0.99099579	0.99067925	0.9948814	0.99846861	0.99866787	0.99001275	0.98981343	0.99008446	0.99046973	0.99655386	0.99475899	0.99777685	0.99780549	0.99812778	0.9978044	0.99778865	0.99265356	0.99502088	1.0	0.99049288	0.99677987	1.0	0.99461562	1.0	0.98909483	0.98847848	0.99034485	0.99040775	0.99066576	0.99074025	0.98962056	1.0	1.0	1.0	0.99480566	0.99517059	0.99885521	0.99912685	0.99911889	1.0	1.0	1.0	1.0	1.0	0.99105759	0.98919225	0.99074151	0.99095375	0.99017163	0.99095495	0.99078662	0.99040089	0.99043752	0.98992049	0.99055025	0.9825825	0.98233977	0.99108003	0.98961507	0.98964847	0.98966871	0.99793366	0.99774975	0.99634505	0.99517705	0.99510609	0.99702396	0.99452584	0.99790528	0.99445015	0.99495378	0.99555076	0.9946362	0.99107976	0.98982262	1.0	1.0	0.98986416	0.99100539	0.99103933	0.99003288	0.99457989	1.0	0.9911133	0.99112576	0.99078304	0.994563	0.99094552	1.0	0.98231421	0.99506591	1.0	0.99751346	0.99429529	0.98223251	1.0	1.0
KT997826_Uncultured_Mediterranean_phage_uvDeep_CGR0_KM14_C182	0.99197704	0.0	0.99489836	0.99489836	0.99826334	0.9982578	0.99735541	0.99861087	0.99750242	0.99841268	0.99644643	0.99474848	0.99025166	0.99029286	0.99029234	0.99093923	0.99019896	0.98936694	0.99206865	0.9942966	0.99722015	0.99766617	0.9901636	0.99000264	0.98870393	0.99724518	0.99724495	0.9963721	0.99612443	1.0	0.99878055	0.99216473	0.99386571	0.99472836	0.99729841	0.99722259	0.99722874	0.99724197	0.9886737	0.99680185	0.99681845	0.99063384	0.98846898	1.0	0.99703511	0.99706532	0.98835514	0.98844497	0.99023417	0.99009354	0.99721205	0.9976672	0.99721813	0.99636623	0.99055057	0.99948806	0.99951991	0.98871451	0.98843959	0.99768143	0.99646507	0.98257026	0.99578931	0.99784665	0.99769619	0.99747355	0.99770678	0.99857102	0.98635529	0.99041326	0.98760654	0.99644569	1.0	0.99488221	1.0	1.0	1.0	0.99530986	0.99630108	0.99437667	0.99635895	0.99639903	0.99612909	0.99099788	0.99104517	0.98707961	0.99050144	0.9921727	0.99684912	0.99931469	0.99911876	0.9885909	0.98909778	0.9888155	0.98913413	0.98935554	0.99635157	0.99632713	0.99623656	0.9972314	0.9976594	0.99723945	0.99648446	0.99642066	0.99635035	0.99783042	0.99554845	1.0	0.99878023	0.99636503	0.99602827	0.99696194	0.99703329	0.99566652	0.99566527	0.97880259	0.99498381	0.99483574	0.99239312	0.99019695	0.99232327	0.99067864	0.98881729	0.9927998	0.99254936	1.0	0.99635346	1.0	0.99423244	0.99445125	0.99723464	0.99724909	0.99767412	0.99256059	0.98903255	0.99728674	0.9973039	0.9970695	0.99254904	0.99723546	1.0	0.99877921	0.99254763	0.9926594	0.99231721	0.99120045	0.9987731	0.980866	0.98371147
KU998252_Gordonia_phage_PatrickStar	1.0	0.99489836	0.0	0.0	0.99550823	0.9954961	0.99544896	0.99559817	0.99540706	0.99510073	0.98736682	0.98702003	0.99718848	0.99717755	0.99717746	0.99107152	0.9932216	0.99534087	0.99517717	0.13445098	0.9870583	0.98825502	0.99702857	0.99460798	0.99511957	0.9869235	0.9869827	0.98761488	0.98817603	0.99035168	0.96611631	0.97820031	0.09884216	0.98664284	0.98743994	0.98886386	0.98868299	0.98717566	0.96720791	0.99844098	0.98820983	0.99511015	0.99502483	0.97971831	0.98719309	0.9872942	0.99502583	0.99539964	0.99707286	0.99704866	0.98880076	0.98821502	0.9886854	0.9876298	0.96943113	0.99634799	0.99649184	0.99512273	0.99503349	0.98833352	0.98734413	1.0	0.9917492	0.99544599	0.99550748	0.99531938	0.99519633	0.99549135	0.98957088	0.99657488	0.98733311	0.98736477	0.98417896	0.00978173	0.98723654	1.0	0.99168127	0.98750494	0.98708112	0.98704631	0.98758043	0.98759293	0.98808404	0.99115463	0.99349779	1.0	0.97807516	0.97832674	0.99545519	0.9966794	0.99662161	0.99423026	0.99424617	0.99667465	0.99425838	0.99675315	0.98869319	0.98596873	0.98880701	0.98869136	0.98831665	0.98687145	0.98837611	0.98733209	0.98731506	0.98767691	0.98589154	0.97605404	0.96584208	0.9896587	0.98626313	0.98803555	0.98890953	0.98098786	0.98412937	0.99516802	0.98099572	0.9844153	0.98819796	0.98651427	0.98824212	0.99768845	0.98904921	0.99268285	0.9935461	0.98585367	0.98702147	0.992721	0.99285049	0.98721375	0.98887747	0.98891581	0.988286	0.98210711	0.99293958	0.98742192	0.98659065	0.98730822	0.98776374	0.98688786	1.0	0.96596082	0.9872614	0.99690209	0.98660674	0.98991166	0.96520292	0.99500749	0.99822306
KU998254_Gordonia_phage_Kampe	1.0	0.99489836	0.0	0.0	0.99550823	0.9954961	0.99544896	0.99559817	0.99540706	0.99510073	0.98736682	0.98702003	0.99718848	0.99717755	0.99717746	0.99107152	0.9932216	0.99534087	0.99517717	0.13445098	0.9870583	0.98825502	0.99702857	0.99460798	0.99511957	0.9869235	0.9869827	0.98761488	0.98817603	0.99035168	0.96611631	0.97820031	0.09884216	0.98664284	0.98743994	0.98886386	0.98868299	0.98717566	0.96720791	0.99844098	0.98820983	0.99511015	0.99502483	0.97971831	0.98719309	0.9872942	0.99502583	0.99539964	0.99707286	0.99704866	0.98880076	0.98821502	0.9886854	0.9876298	0.96943113	0.99634799	0.99649184	0.99512273	0.99503349	0.98833352	0.98734413	1.0	0.9917492	0.99544599	0.99550748	0.99531938	0.99519633	0.99549135	0.98957088	0.99657488	0.98733311	0.98736477	0.98417896	0.00978173	0.98723654	1.0	0.99168127	0.98750494	0.98708112	0.98704631	0.98758043	0.98759293	0.98808404	0.99115463	0.99349779	1.0	0.97807516	0.97832674	0.99545519	0.9966794	0.99662161	0.99423026	0.99424617	0.99667465	0.99425838	0.99675315	0.98869319	0.98596873	0.98880701	0.98869136	0.98831665	0.98687145	0.98837611	0.98733209	0.98731506	0.98767691	0.98589154	0.97605404	0.96584208	0.9896587	0.98626313	0.98803555	0.98890953	0.98098786	0.98412937	0.99516802	0.98099572	0.9844153	0.98819796	0.98651427	0.98824212	0.99768845	0.98904921	0.99268285	0.9935461	0.98585367	0.98702147	0.992721	0.99285049	0.98721375	0.98887747	0.98891581	0.988286	0.98210711	0.99293958	0.98742192	0.98659065	0.98730822	0.98776374	0.98688786	1.0	0.96596082	0.9872614	0.99690209	0.98660674	0.98991166	0.96520292	0.99500749	0.99822306
KY555142_Caulobacter_phage_Ccr10	0.99780584	0.99826334	0.99550823	0.99550823	0.0	0.02299216	0.06173587	0.02763343	0.07348868	0.07656625	0.99700231	0.99694362	1.0	1.0	1.0	0.99485705	0.99609027	0.9975007	1.0	0.99558236	1.0	0.99518631	1.0	0.99889109	0.99737211	0.99948583	0.99948581	0.99693348	0.99464014	1.0	0.99580062	0.99784752	0.99554866	0.99693822	1.0	1.0	1.0	0.99945994	0.99679629	0.99135339	0.99652743	0.99753001	0.99735718	0.99854862	0.99734434	0.99740453	0.99734691	0.99720648	1.0	1.0	1.0	0.99523591	1.0	0.99693119	0.99462073	0.82423344	0.83177492	0.99737299	0.99728777	0.99526874	0.99692126	0.99847494	0.99654989	0.07257577	0.0851729	0.40811519	0.10598692	0.11639456	0.99866959	1.0	0.9962379	0.99691347	0.99712574	0.99552582	0.9982799	1.0	0.99835918	0.9974353	0.9969008	0.99645229	0.99742391	0.99694401	0.99456617	0.9948197	0.9935662	1.0	0.99784515	0.99784831	0.38525953	0.82797141	0.82255013	1.0	0.99896257	1.0	1.0	0.99896432	1.0	0.99948262	1.0	1.0	0.99523731	0.99948534	0.99706577	0.99690312	0.99691967	0.99732871	0.99656098	0.99635551	0.99580012	0.99667469	0.99749262	0.99505179	0.99498433	0.99857013	0.99786738	0.99843332	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99900785	1.0	0.99597201	0.99693395	0.99397071	0.99717551	0.99646748	1.0	1.0	0.99519438	1.0	1.0	1.0	1.0	0.99740623	1.0	0.999485	0.99758797	0.99579857	1.0	1.0	1.0	1.0	0.99578925	0.99582789	1.0
KY555143_Caulobacter_phage_Ccr2	0.99780019	0.9982578	0.9954961	0.9954961	0.02299216	0.0	0.06840356	0.04115942	0.07048073	0.07423004	0.99699525	0.99693644	1.0	1.0	1.0	0.9948411	0.99607929	0.99749365	1.0	0.99557056	1.0	0.99519277	1.0	0.99888772	0.99737501	0.99948462	0.9994846	0.99692625	0.99462738	1.0	0.99579043	0.9978415	0.99553668	0.99693102	1.0	1.0	1.0	0.99945866	0.99678734	0.99132878	0.99651924	0.99752306	0.99734975	0.99854419	0.99733806	0.99739841	0.99735002	0.99719863	1.0	1.0	1.0	0.99522466	1.0	0.99692396	0.9946166	0.82504985	0.83318465	0.9973759	0.99728014	0.9952576	0.99691404	0.99847009	0.99653917	0.07445973	0.09399929	0.40878265	0.09769915	0.12154644	0.99866572	1.0	0.99622638	0.99690621	0.99715151	0.99551373	0.99827489	1.0	0.99835437	0.99742924	0.99642671	0.99644386	0.99741783	0.99693683	0.99464853	0.99480367	0.99354632	1.0	0.99783912	0.9978423	0.38174525	0.82960828	0.82489487	1.0	0.9989594	1.0	1.0	0.99896116	1.0	0.99948139	1.0	1.0	0.99524392	0.99948413	0.9970589	0.99689581	0.99691236	0.99732241	0.99655287	0.99634676	0.99578993	0.99666689	0.99750504	0.99503996	0.99508234	0.99856583	0.99786093	0.99842844	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99900497	1.0	0.99596102	0.99692668	0.99395298	0.99716753	0.99645913	1.0	1.0	0.99518305	1.0	1.0	1.0	1.0	0.99740013	1.0	0.99948378	0.99759258	0.99578837	1.0	1.0	1.0	1.0	0.995779	0.99581363	1.0
KY555144_Caulobacter_phage_Ccr5	0.99774542	0.99735541	0.99544896	0.99544896	0.06173587	0.06840356	0.0	0.07721227	0.07121858	0.08163997	0.99750988	0.99732471	1.0	1.0	1.0	0.99482891	0.99605447	0.99749844	1.0	0.99554612	0.99953283	0.99519553	1.0	0.99888008	0.99736903	0.99949974	0.99949972	0.99731576	0.99461704	0.99952989	0.99574864	0.99844756	0.99551184	0.99731994	1.0	0.99953302	1.0	0.99943822	0.99745811	0.9912735	0.99651935	0.99751641	0.99735396	0.99848448	0.99732389	0.99733656	0.99735424	0.99720168	1.0	1.0	1.0	0.99515268	0.99951266	0.99731375	0.99552304	0.82282854	0.83245191	0.99736991	0.99728391	0.995186	0.99751598	0.99845915	0.99653965	0.07233192	0.08278403	0.41621797	0.08876963	0.11421061	0.99863339	1.0	0.99620035	0.99750964	0.99713175	0.99546663	0.99841303	1.0	0.99834349	0.99741556	0.99669688	0.99668133	0.99731125	0.99732505	0.9946383	0.99479124	0.99350138	1.0	0.99844583	0.99844813	0.37518548	0.82667228	0.82311028	1.0	0.99895226	1.0	1.0	0.99895404	1.0	0.99951457	1.0	0.99953371	0.99511399	0.99949926	0.9975386	0.99750152	0.9966857	0.99730819	0.99626879	0.99628996	0.99574813	0.99668408	0.99747338	0.99501328	0.99494548	0.99850715	0.99780053	0.99844212	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99899846	1.0	0.99594116	0.99670164	0.99391293	0.9971495	0.99668667	0.99953396	0.99953508	0.99511095	1.0	1.0	0.99953874	0.9995401	0.99738636	1.0	0.99949893	0.99756469	0.99574655	1.0	1.0	0.99922842	1.0	0.99573704	0.99613622	1.0
KY555145_Caulobacter_phage_Ccr29	0.99784781	0.99861087	0.99559817	0.99559817	0.02763343	0.04115942	0.07721227	0.0	0.06448836	0.07077828	0.99705479	0.99699704	1.0	1.0	1.0	0.99497497	0.99617169	0.99756421	1.0	0.99566989	1.0	0.99527089	1.0	0.99891609	0.99743693	0.99949489	0.99949487	0.99698725	0.99473508	1.0	0.99587643	0.99789213	0.99563752	0.99699183	1.0	1.0	1.0	0.99946945	0.99685213	0.9915358	0.99658841	0.99758154	0.99741231	0.9985814	0.99739109	0.99740313	0.99741257	0.9972759	1.0	1.0	1.0	0.99530121	1.0	0.99698505	0.99467488	0.82561034	0.83305456	0.99743777	0.99734517	0.99533329	0.99697504	0.99851071	0.99662918	0.08144659	0.08853065	0.40274703	0.10558856	0.12076554	0.99869832	1.0	0.99632309	0.99696751	0.99716231	0.9948487	0.99831702	1.0	0.99839483	0.99748043	0.99595103	0.9959397	0.99746916	0.99699741	0.99475575	0.99493826	0.99371322	1.0	0.99788985	0.99789289	0.38464768	0.82945996	0.82464826	1.0	0.99898596	1.0	1.0	0.99898763	1.0	0.99949177	1.0	1.0	0.99530269	0.99949441	0.99711689	0.99695752	0.99684516	0.99737561	0.99676614	0.99642055	0.99587594	0.99673274	0.9975366	0.99513979	0.99518085	0.99860199	0.9979151	0.99846943	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9990292	1.0	0.99605355	0.99686072	0.99410195	0.9972349	0.99685439	1.0	1.0	0.99526032	1.0	1.0	1.0	1.0	0.99740481	1.0	0.99949408	0.99764084	0.99587445	1.0	1.0	1.0	1.0	0.99586546	0.99658759	1.0
KY555146_Caulobacter_phage_Ccr32	0.99775873	0.99750242	0.99540706	0.99540706	0.07348868	0.07048073	0.07121858	0.06448836	0.0	0.01645756	0.9969267	0.99738658	1.0	1.0	1.0	0.99475668	0.99602107	0.9974418	1.0	0.99550598	1.0	0.99498078	1.0	0.99869169	0.9973209	0.9994757	0.99947568	0.99737774	0.99453387	1.0	0.99566309	0.99761055	0.99547092	0.99738187	1.0	1.0	1.0	0.99944929	0.99750462	0.99114807	0.99644039	0.99747194	0.99729506	0.99846109	0.99733651	0.99734927	0.99729535	0.99714083	1.0	1.0	1.0	0.99511343	1.0	0.99737575	0.99500397	0.82299111	0.83176075	0.99731131	0.99721357	0.99516628	0.9973731	0.99843439	0.99648524	0.02674207	0.08805026	0.40397994	0.0949603	0.12427333	0.99861327	1.0	0.99614152	0.99736632	0.99711034	0.99462478	0.99832984	1.0	0.99831894	0.99738481	0.99574571	0.99577553	0.99737329	0.99738692	0.99455544	0.99471856	0.99376517	1.0	0.9975401	0.99764314	0.38181686	0.82733877	0.82319346	1.0	0.9989361	1.0	1.0	0.99893794	1.0	0.99947238	1.0	1.0	0.99498174	0.9994752	0.99750961	0.99735763	0.99670395	0.99727623	0.99626774	0.99628269	0.99566256	0.99660899	0.99746207	0.99495328	0.99488497	0.99848444	0.99774365	0.99835784	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99898376	1.0	0.99592447	0.99672008	0.99382251	0.99710885	0.99670488	1.0	1.0	0.99509031	1.0	1.0	1.0	1.0	0.99730681	1.0	0.99947484	0.99754027	0.99566093	1.0	1.0	0.99921696	1.0	0.99565111	0.99573594	1.0
KY555147_Caulobacter_phage_Ccr34	0.99776556	0.99841268	0.99510073	0.99510073	0.07656625	0.07423004	0.08163997	0.07077828	0.01645756	0.0	0.99693524	0.99739384	1.0	1.0	1.0	0.99549995	0.99603431	0.99745035	1.0	0.99520665	1.0	0.99499478	1.0	0.99869642	0.99731935	0.99947717	0.99947715	0.99738504	0.99454925	1.0	0.99572801	0.99843086	0.99516536	0.99738915	1.0	1.0	1.0	0.99945083	0.99840851	0.99117793	0.99645031	0.99748037	0.99730408	0.99846666	0.9972996	0.9973125	0.99730436	0.99713936	1.0	1.0	1.0	0.99512705	1.0	0.99738306	0.99657953	0.82546775	0.83420349	0.99732026	0.99721209	0.99517973	0.99738038	0.99844029	0.9964982	0.0319065	0.09522454	0.41138798	0.10362508	0.13247946	0.99861806	1.0	0.99697717	0.99737364	0.99697794	0.99432058	0.99833561	1.0	0.99832478	0.99739211	0.99578934	0.99578739	0.99738061	0.99739417	0.99457075	0.99552514	0.99490168	1.0	0.9979318	0.99843145	0.38963675	0.83152354	0.82658841	1.0	0.99893995	1.0	1.0	0.99894178	1.0	0.99947386	1.0	1.0	0.99499576	0.99947666	0.9975165	0.997365	0.99671319	0.99728382	0.99627813	0.99629322	0.99572749	0.99661839	0.99745054	0.99496754	0.99489935	0.99848985	0.99775174	0.99836391	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99898726	1.0	0.99593763	0.99672927	0.99441319	0.99711853	0.99671409	1.0	1.0	0.99508498	1.0	1.0	1.0	1.0	0.99731429	1.0	0.99947631	0.99752532	0.99572588	1.0	1.0	0.99921969	1.0	0.99571624	0.99607117	1.0
